section,comm_a,comm_b,raw,bits,within_section_z,n_pairs_in_section,legacy_within_section_z,legacy_n_pairs_in_section,v9_status,v9_correction
7_2,KeterShemTovMS_L,MeiratEinayim,0.2868,4.737,-0.007,15,-0.007,15,direct_pair_valid,
11,IbnShuib,Rabenu_Bahayii,0.2415,6.345,-0.008,45,-0.008,45,direct_pair_valid,
5,IbnShuib,KeterShemTovMS_L,0.1972,2.791,,66,-0.009,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
20,DaatChacham_Vat214_Main,UnKnownEskorial,0.1713,2.356,-0.009,66,-0.009,66,direct_pair_valid,
14,DaatChacham_Vat214_Main,MeiratEinayim,0.1719,2.356,,55,-0.011,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
11,IbnShuib,KeterShemTov,0.2409,6.345,-0.014,45,-0.014,45,direct_pair_valid,
26,IbnShuib,MeiratEinayim,0.2516,6.345,-0.015,66,-0.015,66,direct_pair_valid,
11,DaatChacham_Vat107_Main,MeiratEinayim,0.2406,6.345,-0.017,45,-0.017,45,direct_pair_valid,
24,Comment_b_note_of_unknown,DaatChacham_Vat107_Main,0.1747,2.356,-0.018,66,-0.018,66,direct_pair_valid,
30_1,DaatChacham_Vat107_Main,UnKnownEskorial,0.1468,1.544,-0.021,28,-0.021,28,direct_pair_valid,
23,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.2169,3.479,,28,-0.025,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
14,KeterShemTov,Rabenu_Bahayii,0.1707,2.356,,55,-0.026,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
16,KeterShemTov,Rabenu_Bahayii,0.2102,4.737,-0.027,28,-0.027,28,direct_pair_valid,
13,DaatChacham_Vat107_Main,Ricanati_Zicaron_aharon_ed,0.2708,6.310,-0.027,45,-0.027,45,direct_pair_valid,
13,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.2705,6.310,-0.030,45,-0.030,45,direct_pair_valid,
24,DaatChacham_Vat214_Main,IbnShuib,0.1739,2.356,-0.031,66,-0.031,66,direct_pair_valid,
4,DaatChacham_Vat107_Main,Likutim_bhml_1978,0.2009,4.737,-0.032,66,-0.032,66,direct_pair_valid,
8,KenegedAsaraMaamaritLondon847,Likutim_bhml_1978,0.1769,2.356,-0.032,36,-0.032,36,direct_pair_valid,
22,Comment_a_shuib_Parma_68,KeterShemTov,0.1809,2.791,,28,-0.033,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
32,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1975,2.791,-0.034,21,-0.034,21,direct_pair_valid,
24,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.1735,2.356,-0.037,66,-0.037,66,direct_pair_valid,
27,KeterShemTov,UnKnownVatikan214,0.1731,2.356,-0.039,55,-0.039,55,direct_pair_valid,
31,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.1744,2.356,-0.039,36,-0.039,36,direct_pair_valid,
29,KenegedAsaraMaamaritMinchen40,UnKnownEskorial,0.2337,6.345,-0.041,28,-0.041,28,direct_pair_valid,
19_1,MeiratEinayim,UnKnownEskorial,0.2273,3.479,-0.043,28,-0.043,28,direct_pair_valid,
21,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.3107,6.322,,28,-0.043,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
24,Comment_b_note_of_unknown,DaatChacham_Vat214_Main,0.1730,2.356,-0.045,66,-0.045,66,direct_pair_valid,
13,DaatChacham_Vat214_Main,KeterShemTov,0.2689,6.310,-0.046,45,-0.046,45,direct_pair_valid,
19_2,Ricanati_Zicaron_aharon_ed,UnKnownVatikan214,0.2155,4.737,-0.048,55,-0.048,55,direct_pair_valid,
6,KeterShemTovMS_L,MeiratEinayim,0.1113,0.381,-0.052,78,-0.052,78,direct_pair_valid,
14,MeiratEinayim,UnKnownEskorial,0.1684,2.356,,55,-0.055,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
25_2,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1259,0.381,,21,-0.055,28,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
27,KeterShemTov,UnKnownEskorial,0.1717,2.356,-0.055,55,-0.055,55,direct_pair_valid,
12,DaatChacham_Vat107_Main,KeterShemTov,0.1616,3.989,,66,-0.056,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
2,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.1964,2.791,-0.060,15,-0.060,15,direct_pair_valid,
24,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.1721,2.356,-0.060,66,-0.060,66,direct_pair_valid,
15,IbnShuib,KenegedAsaraMaamaritLondon847,0.2096,4.737,-0.062,36,-0.062,36,direct_pair_valid,
17,KeterShemTov,UnKnownEskorial,0.1329,1.544,-0.064,55,-0.064,55,direct_pair_valid,
26,KeterShemTov,UnKnownEskorial,0.2480,6.345,-0.064,66,-0.064,66,direct_pair_valid,
30,IbnShuib,Rabenu_Bahayii,0.2293,3.479,,36,-0.065,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
10,Comment_a_shuib_Parma_68,KeterShemTovMS_L,0.2000,4.737,-0.068,55,-0.068,55,direct_pair_valid,
5,IbnShuib,MeiratEinayim,0.1925,2.791,,66,-0.072,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
14,DaatChacham_Vat214_Main,UnKnownEskorial,0.1670,2.356,,55,-0.073,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
14,KeterShemTovMS_L,UnKnownEskorial,0.1670,2.356,,55,-0.073,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
25,DaatChacham_Vat107_Main,IbnShuib,0.1267,0.381,-0.074,28,-0.074,28,direct_pair_valid,
25,DaatChacham_Vat214_Main,IbnShuib,0.1267,0.381,-0.074,28,-0.074,28,direct_pair_valid,
3,Likutim_bhml_1978,Rabenu_Bahayii,0.0394,-4.034,-0.076,10,-0.076,10,direct_pair_valid,
12,KeterShemTovMS_L,Likutim_bhml_1978,0.1593,3.989,,66,-0.076,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
4,DaatChacham_Vat107_Main,SaportaOxford1645,0.1969,2.791,-0.077,66,-0.077,66,direct_pair_valid,
30,DaatChacham_Vat214_Main,Rabenu_Bahayii,0.2279,3.479,,36,-0.081,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
25,DaatChacham_Vat214_Main,KeterShemTov,0.1260,0.381,-0.082,28,-0.082,28,direct_pair_valid,
4,Likutim_bhml_1978,UnKnownEskorial,0.1964,2.791,-0.083,66,-0.083,66,direct_pair_valid,
10,IbnShuib,KeterShemTovMS_L,0.1989,4.737,-0.084,55,-0.084,55,direct_pair_valid,
12,DaatChacham_Vat214_Main,Rabenu_Bahayii,0.1582,3.989,,66,-0.086,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
27,Ricanati_Zicaron_aharon_ed,UnKnownVatikan214,0.1690,2.356,-0.088,55,-0.088,55,direct_pair_valid,
26,DaatChacham_Vat214_Main,Ricanati_Zicaron_aharon_ed,0.2462,6.345,-0.088,66,-0.088,66,direct_pair_valid,
22,IbnShuib,Rabenu_Bahayii,0.1770,2.356,,28,-0.089,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
26,DaatChacham_Vat214_Main,IbnShuib,0.2459,6.345,-0.092,66,-0.092,66,direct_pair_valid,
17,Comment_a_shuib_Parma_68,IbnShuib,0.1303,1.544,-0.093,55,-0.093,55,direct_pair_valid,
22,KeterShemTov,Rabenu_Bahayii,0.1767,2.356,,28,-0.093,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
13,KenegedAsaraMaamaritLondon847,KeterShemTov,0.2642,6.310,-0.093,45,-0.093,45,direct_pair_valid,
4,DaatChacham_Vat107_Main,KeterShemTovMS_L,0.1954,2.791,-0.094,66,-0.094,66,direct_pair_valid,
7_1,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.2800,4.737,-0.095,45,-0.095,45,direct_pair_valid,
8,IbnShuib,MeiratEinayim,0.1709,2.356,-0.096,36,-0.096,36,direct_pair_valid,
24,Comment_b_note_of_unknown,Rabenu_Bahayii,0.1698,2.356,-0.097,66,-0.097,66,direct_pair_valid,
6,DaatChacham_Vat107_Main,MeiratEinayim,0.1076,-0.102,-0.098,78,-0.098,78,direct_pair_valid,
31,DaatChacham_Vat214_Main,KeterShemTov,0.1684,2.356,-0.099,36,-0.099,36,direct_pair_valid,
26,IbnShuib,KeterShemTov,0.2450,6.345,-0.105,66,-0.105,66,direct_pair_valid,
25,Comment_a_shuib_Parma_68,KeterShemTov,0.1241,0.381,-0.105,28,-0.105,28,direct_pair_valid,
26,MeiratEinayim,UnKnownVatikan214,0.2447,6.345,-0.109,66,-0.109,66,direct_pair_valid,
14,MeiratEinayim,Rabenu_Bahayii,0.1641,2.356,,55,-0.109,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
29,IbnShuib,Rabenu_Bahayii,0.2288,3.479,-0.110,28,-0.110,28,direct_pair_valid,
4,DaatChacham_Vat214_Main,Likutim_bhml_1978,0.1938,2.791,-0.113,66,-0.113,66,direct_pair_valid,
31,DaatChacham_Vat107_Main,IbnShuib,0.1667,2.356,-0.115,36,-0.115,36,direct_pair_valid,
27,DaatChacham_Vat107_Main,Rabenu_Bahayii,0.1667,2.356,-0.116,55,-0.116,55,direct_pair_valid,
3,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.0367,-4.034,-0.117,10,-0.117,10,direct_pair_valid,
21,DaatChacham_Vat214_Marginalia,IbnShuib,0.3043,6.322,,28,-0.120,36,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
24,Comment_b_note_of_unknown,MeiratEinayim,0.1684,2.356,-0.120,66,-0.120,66,direct_pair_valid,
26_1,IbnShuib,KeterShemTov,0.2228,3.479,-0.122,28,-0.122,28,direct_pair_valid,
1,KeterShemTovMS_L,UnKnownEskorial,0.1742,2.356,-0.129,45,-0.129,45,direct_pair_valid,
30_1,DaatChacham_Vat214_Main,Ricanati_Zicaron_aharon_ed,0.1357,1.544,-0.130,28,-0.130,28,direct_pair_valid,
15,MeiratEinayim,UnKnownEskorial,0.2065,4.737,-0.131,36,-0.131,36,direct_pair_valid,
10,KeterShemTovMS_L,MeiratEinayim,0.1956,2.791,-0.131,55,-0.131,55,direct_pair_valid,
11,DaatChacham_Vat214_Main,IbnShuib,0.2289,3.479,-0.132,45,-0.132,45,direct_pair_valid,
10,Comment_a_shuib_Parma_68,UnKnownEskorial,0.1955,2.791,-0.133,55,-0.133,55,direct_pair_valid,
6,SaportaOxford1645,UnKnownEskorial,0.1047,-0.102,-0.135,78,-0.135,78,direct_pair_valid,
7_1,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.2750,6.310,-0.135,45,-0.135,45,direct_pair_valid,
7_1,DaatChacham_Vat214_Main,UnKnownEskorial,0.2746,6.310,-0.138,45,-0.138,45,direct_pair_valid,
12,DaatChacham_Vat214_Main,KeterShemTov,0.1520,3.989,,66,-0.139,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
10,KeterShemTovMS_L,UnKnownEskorial,0.1950,2.791,-0.140,55,-0.140,55,direct_pair_valid,
5,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1874,2.791,,66,-0.141,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,KeterShemTov,UnKnownEskorial,0.1518,3.989,,66,-0.141,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
31,DaatChacham_Vat214_Main,Rabenu_Bahayii,0.1641,2.356,-0.141,36,-0.141,36,direct_pair_valid,
26_1,DaatChacham_Vat107_Main,KeterShemTov,0.2201,3.479,-0.141,28,-0.141,28,direct_pair_valid,
16,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.2002,4.737,-0.142,28,-0.142,28,direct_pair_valid,
24,DaatChacham_Vat214_Main,UnKnownEskorial,0.1670,2.356,-0.142,66,-0.142,66,direct_pair_valid,
5,KenegedAsaraMaamaritLondon847,Likutim_bhml_1978,0.1870,2.791,,66,-0.146,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
13,DaatChacham_Vat107_Main,UnKnownEskorial,0.2589,6.310,-0.147,45,-0.147,45,direct_pair_valid,
8,DaatChacham_Vat107_Main,Rabenu_Bahayii,0.1661,2.356,-0.148,36,-0.148,36,direct_pair_valid,
31,IbnShuib,Rabenu_Bahayii,0.1630,3.989,-0.152,36,-0.152,36,direct_pair_valid,
26,DaatChacham_Vat107_Main,Ricanati_Zicaron_aharon_ed,0.2414,6.345,-0.154,66,-0.154,66,direct_pair_valid,
19_2,DaatChacham_Vat107_Main,Rabenu_Bahayii,0.2072,4.737,-0.154,55,-0.154,55,direct_pair_valid,
27,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.1634,2.356,-0.155,55,-0.155,55,direct_pair_valid,
14,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.1604,3.989,,55,-0.156,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
9,KeterShemTov,Rabenu_Bahayii,0.3333,6.322,-0.157,15,-0.157,15,direct_pair_valid,
4,DaatChacham_Vat214_Main,MeiratEinayim,0.1898,2.791,-0.158,66,-0.158,66,direct_pair_valid,
16,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.1986,2.791,-0.160,28,-0.160,28,direct_pair_valid,
20,KeterShemTov,UnKnownEskorial,0.1585,3.989,-0.162,66,-0.162,66,direct_pair_valid,
17,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1241,0.381,-0.162,55,-0.162,55,direct_pair_valid,
23,KeterShemTov,MeiratEinayim,0.1935,2.791,,28,-0.164,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
6,Comment_a_shuib_Parma_68,UnKnownEskorial,0.1023,-0.102,-0.165,78,-0.165,78,direct_pair_valid,
6,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.1023,-0.102,-0.165,78,-0.165,78,direct_pair_valid,
11,KeterShemTov,UnKnownEskorial,0.2250,3.479,-0.170,45,-0.170,45,direct_pair_valid,
25,KeterShemTov,MeiratEinayim,0.1184,0.381,-0.173,28,-0.173,28,direct_pair_valid,
7_2,IbnShuib,KeterShemTov,0.2747,6.310,-0.173,15,-0.173,15,direct_pair_valid,
27,DaatChacham_Vat107_Main,KeterShemTov,0.1617,3.989,-0.176,55,-0.176,55,direct_pair_valid,
30_1,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.1310,1.544,-0.176,28,-0.176,28,direct_pair_valid,
19_2,DaatChacham_Vat107_Main,Ricanati_Zicaron_aharon_ed,0.2055,4.737,-0.176,55,-0.176,55,direct_pair_valid,
25_2,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.1157,0.381,,21,-0.179,28,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
16,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1969,2.791,-0.180,28,-0.180,28,direct_pair_valid,
31,DaatChacham_Vat107_Main,KeterShemTov,0.1601,3.989,-0.181,36,-0.181,36,direct_pair_valid,
17,IbnShuib,Rabenu_Bahayii,0.1221,0.381,-0.184,55,-0.184,55,direct_pair_valid,
20,DaatChacham_Vat214_Main,IbnShuib,0.1566,3.989,-0.184,66,-0.184,66,direct_pair_valid,
6,Comment_a_shuib_Parma_68,MeiratEinayim,0.1007,-0.102,-0.185,78,-0.185,78,direct_pair_valid,
20,Rabenu_Bahayii,UnKnownEskorial,0.1565,3.989,-0.185,66,-0.185,66,direct_pair_valid,
31,Comment_a_shuib_Parma_68,UnKnownEskorial,0.1590,3.989,-0.192,36,-0.192,36,direct_pair_valid,
17,IbnShuib,UnKnownEskorial,0.1213,0.381,-0.193,55,-0.193,55,direct_pair_valid,
10,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1911,2.791,-0.196,55,-0.196,55,direct_pair_valid,
5,DaatChacham_Vat107_Main,DaatChacham_Vat214_Marginalia,0.1827,2.791,,66,-0.204,78,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
4,KeterShemTov,Rabenu_Bahayii,0.1856,2.791,-0.206,66,-0.206,66,direct_pair_valid,
30,DaatChacham_Vat107_Main,MeiratEinayim,0.2167,3.479,,36,-0.206,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
13,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.2528,6.345,-0.208,45,-0.208,45,direct_pair_valid,
11,IbnShuib,KenegedAsaraMaamaritLondon847,0.2210,3.479,-0.210,45,-0.210,45,direct_pair_valid,
26,MeiratEinayim,UnKnownEskorial,0.2372,6.345,-0.211,66,-0.211,66,direct_pair_valid,
17,KeterShemTovMS_L,MeiratEinayim,0.1196,0.381,-0.212,55,-0.212,55,direct_pair_valid,
14,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1556,3.989,,55,-0.216,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
8,DaatChacham_Vat214_Main,MeiratEinayim,0.1595,3.989,-0.218,36,-0.218,36,direct_pair_valid,
8,Likutim_bhml_1978,Rabenu_Bahayii,0.1595,3.989,-0.218,36,-0.218,36,direct_pair_valid,
10,Comment_a_shuib_Parma_68,KeterShemTov,0.1894,2.791,-0.221,55,-0.221,55,direct_pair_valid,
6,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.0978,-0.102,-0.221,78,-0.221,78,direct_pair_valid,
27,DaatChacham_Vat214_Main,KeterShemTov,0.1579,3.989,-0.222,55,-0.222,55,direct_pair_valid,
27,KenegedAsaraMaamaritParis868,UnKnownEskorial,0.1579,3.989,-0.222,55,-0.222,55,direct_pair_valid,
12,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1424,1.544,,66,-0.223,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
31,DaatChacham_Vat107_Main,Rabenu_Bahayii,0.1558,3.989,-0.223,36,-0.223,36,direct_pair_valid,
12,DaatChacham_Vat107_Main,DaatChacham_Vat214_Marginalia,0.1422,1.544,,66,-0.224,78,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
13,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.2511,6.345,-0.225,45,-0.225,45,direct_pair_valid,
26,DaatChacham_Vat107_Main,MeiratEinayim,0.2360,6.345,-0.227,66,-0.227,66,direct_pair_valid,
15,KeterShemTovMS_L,MeiratEinayim,0.2020,4.737,-0.232,36,-0.232,36,direct_pair_valid,
6,KeterShemTov,Rabenu_Bahayii,0.0970,-0.102,-0.232,78,-0.232,78,direct_pair_valid,
12,DaatChacham_Vat214_Marginalia,Ricanati_Zicaron_aharon_ed,0.1412,1.544,,66,-0.233,78,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
11,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.2183,3.479,-0.236,45,-0.236,45,direct_pair_valid,
1,IbnShuib,KeterShemTovMS_L,0.1601,3.989,-0.238,45,-0.238,45,direct_pair_valid,
30_1,DaatChacham_Vat107_Main,IbnShuib,0.1244,0.381,-0.241,28,-0.241,28,direct_pair_valid,
4,DaatChacham_Vat107_Main,KenegedAsaraMaamaritLondon847,0.1825,2.791,-0.241,66,-0.241,66,direct_pair_valid,
20,MeiratEinayim,UnKnownVatikan214,0.1518,3.989,-0.242,66,-0.242,66,direct_pair_valid,
7_2,IbnShuib,KeterShemTovMS_L,0.2696,6.310,-0.243,15,-0.243,15,direct_pair_valid,
20,DaatChacham_Vat214_Main,MeiratEinayim,0.1516,3.989,-0.244,66,-0.244,66,direct_pair_valid,
30_1,DaatChacham_Vat107_Main,Ricanati_Zicaron_aharon_ed,0.1238,0.381,-0.247,28,-0.247,28,direct_pair_valid,
5,Likutim_bhml_1978,MeiratEinayim,0.1795,2.356,,66,-0.247,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
27,Comment_a_shuib_Parma_68,IbnShuib,0.1556,3.989,-0.249,55,-0.249,55,direct_pair_valid,
5,DaatChacham_Vat214_Marginalia,IbnShuib,0.1790,2.356,,66,-0.254,78,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
20,DaatChacham_Vat107_Main,Rabenu_Bahayii,0.1507,3.989,-0.255,66,-0.255,66,direct_pair_valid,
12,KeterShemTovMS_L,Ricanati_Zicaron_aharon_ed,0.1384,1.544,,66,-0.257,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
1,MeiratEinayim,UnKnownEskorial,0.1575,3.989,-0.258,45,-0.258,45,direct_pair_valid,
13,DaatChacham_Vat214_Main,IbnShuib,0.2476,6.345,-0.260,45,-0.260,45,direct_pair_valid,
20,IbnShuib,Rabenu_Bahayii,0.1501,3.989,-0.262,66,-0.262,66,direct_pair_valid,
4,MeiratEinayim,UnKnownEskorial,0.1806,2.356,-0.263,66,-0.263,66,direct_pair_valid,
32,DaatChacham_Vat107_Main,IbnShuib,0.1777,2.356,-0.263,21,-0.263,21,direct_pair_valid,
27,Rabenu_Bahayii,UnKnownVatikan214,0.1542,3.989,-0.266,55,-0.266,55,direct_pair_valid,
1,DaatChacham_Vat214_Main,UnKnownEskorial,0.1564,3.989,-0.267,45,-0.267,45,direct_pair_valid,
13,IbnShuib,MeiratEinayim,0.2468,6.345,-0.268,45,-0.268,45,direct_pair_valid,
25_2,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.1084,-0.102,,21,-0.268,28,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
10,DaatChacham_Vat214_Main,Ricanati_Zicaron_aharon_ed,0.1861,2.791,-0.269,55,-0.269,55,direct_pair_valid,
14,KeterShemTov,UnKnownEskorial,0.1514,3.989,,55,-0.269,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
30,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.2107,4.737,,36,-0.273,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
20,DaatChacham_Vat107_Main,Ricanati_Zicaron_aharon_ed,0.1491,3.989,-0.274,66,-0.274,66,direct_pair_valid,
20,DaatChacham_Vat214_Main,UnKnownVatikan214,0.1487,3.989,-0.279,66,-0.279,66,direct_pair_valid,
6,DaatChacham_Vat214_Main,KeterShemTov,0.0932,-0.102,-0.279,78,-0.279,78,direct_pair_valid,
22,Comment_a_shuib_Parma_68,DaatChacham_Vat107_Main,0.1636,2.356,,28,-0.280,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,DaatChacham_Vat214_Main,DaatChacham_Vat214_Marginalia,0.1357,1.544,,66,-0.281,78,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
29,KeterShemTov,UnKnownVatikan214,0.2164,3.479,-0.283,28,-0.283,28,direct_pair_valid,
11,MeiratEinayim,Rabenu_Bahayii,0.2135,4.737,-0.284,45,-0.284,45,direct_pair_valid,
24,Comment_a_shuib_Parma_68,DaatChacham_Vat214_Main,0.1580,3.989,-0.288,66,-0.288,66,direct_pair_valid,
16,Comment_a_shuib_Parma_68,KenegedAsaraMaamaritLondon847,0.1875,2.791,-0.288,28,-0.288,28,direct_pair_valid,
23,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1720,2.356,,28,-0.293,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
6,DaatChacham_Vat107_Main,KeterShemTovMS_L,0.0920,-0.102,-0.294,78,-0.294,78,direct_pair_valid,
